date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:12:49	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	D:/Angular/DOAN5/Template/Admin/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
10:12:50	60859/60859	---M-Z	200	added ('OK')	text/css	etag:W/%22edbb-Du3MPQ7GnRobCfGvnAP4Uqb5QVI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css	D:/Angular/DOAN5/Template/Admin/cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
10:12:51	101698/101698	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Sep%202021%2018:45:56%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/bundles/dataTables.bundle.js	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/bundles/dataTables.bundle.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
10:12:53	184287/184287	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2024%20Sep%202021%2018:45:50%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/bundles/libscripts.bundle.js	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/bundles/libscripts.bundle.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
10:13:07	478737/478737	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2024%20Sep%202021%2018:45:54%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/bundles/apexcharts.bundle.js	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/bundles/apexcharts.bundle.js	(from http://pixelwibes.com/template/ebazar/html/dist/index.html)
10:14:29	2363341/2363341	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Sep%202021%2018:16:40%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofont.svg	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/fonts/icofont/fonts/icofont.svg	(from http://pixelwibes.com/template/ebazar/html/dist/assets/css/ebazar.style.min.css)
10:14:31	4274/4274	---M-Z	200	added ('OK')	text/css	date:Wed,%2009%20Jun%202021%2020:04:14%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.css	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.css	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
10:14:34	20402/20402	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Sep%202021%2001:57:52%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-5.jpg	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-5.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
10:14:36	8741/8741	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Sep%202021%2001:58:04%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-6.jpg	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-6.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
10:14:39	17663/17663	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Sep%202021%2001:58:24%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-7.jpg	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/images/product/product-7.jpg	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
10:14:41	25376/25376	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Jun%202021%2020:07:58%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.js	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/plugin/nouislider/nouislider.min.js	(from http://pixelwibes.com/template/ebazar/html/dist/product-grid.html)
10:14:41	2255/2255	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Nov%202016%2022:15:50%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/multi-select/css/multi-select.css	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/plugin/multi-select/css/multi-select.css	(from http://pixelwibes.com/template/ebazar/html/dist/product-edit.html)
10:14:41	1303/1303	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Dec%202017%2001:48:18%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/bootstrap-tagsinput/bootstrap-tagsinput.css	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/plugin/bootstrap-tagsinput/bootstrap-tagsinput.css	(from http://pixelwibes.com/template/ebazar/html/dist/product-edit.html)
10:14:42	8394/8394	---M-Z	200	added ('OK')	text/css	date:Sat,%2002%20Dec%202017%2002:18:06%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/cropper/cropper.min.css	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/plugin/cropper/cropper.min.css	(from http://pixelwibes.com/template/ebazar/html/dist/product-edit.html)
10:14:42	9860/9860	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Aug%202021%2019:11:34%20GMT	http://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/css/dropify.min.css	D:/Angular/DOAN5/Template/Admin/pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/css/dropify.min.css	(from http://pixelwibes.com/template/ebazar/html/dist/product-edit.html)
